0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.380179511032058812e-02,8.078541608496354609e-01,1.871858161548596522e+00,2.470397199822589762e+00,2.516872472373294922e+00,3.191919275741665452e+00,3.636453000796211477e+00,2.209050756694783235e+00,2.323090341486556021e+00,1.134615523330570808e+00,5.065665644453555272e-01,1.914477480315903146e-01,6.300436080159471652e-02,6.691540848326870718e-03,2.489604899771073396e-02,2.603164300619428134e-02,1.424391688739301380e-02,5.547557763996807667e-02,6.157505932429251094e-02,7.994973511892718154e-03,9.701526069404636582e-05,0.000000000000000000e+00
0.000000000000000000e+00,2.735828981904447343e-01,1.195000546294924426e+01,2.240222783645309335e+01,2.083914927331526457e+01,2.131285218547447613e+01,2.285134631781721382e+01,2.028917393241550471e+01,1.186853629988656245e+01,1.230904198788902271e+01,8.574708607255756121e+00,5.938691149626142973e+00,3.692141979302789423e+00,2.146660103718050383e+00,1.573741097232146835e+00,3.095077214155236067e+00,3.799376472736097021e+00,3.129434185595738160e+00,5.506230374472905531e+00,6.888917314565748740e+00,4.240412966090841174e+00,1.427404247778382596e+00,4.659201085355545169e-02
0.000000000000000000e+00,3.526745859372902858e-01,1.326877143559294225e+01,2.513881177141935908e+01,1.988044499010409538e+01,1.756879263772406219e+01,7.717191266716251441e+00,3.962480972563370951e+00,5.319635891891324242e+00,4.362886244524647239e+00,4.244832743225549265e+00,3.960841406323277525e+00,3.633562881240402831e+00,3.239931839446366535e+00,3.262084402201822719e+00,5.321344088251027671e+00,7.665361124625284184e+00,8.739340009355679229e+00,1.203420489026830431e+01,1.715191759303222696e+01,2.099398280904194536e+01,1.375649897379604170e+01,4.391197552115201352e-01
0.000000000000000000e+00,8.655766244350944216e-01,1.371011547681700193e+01,1.584231161299622670e+01,8.534641724078392500e+00,8.241071323083397626e-01,1.290659260458869362e+00,-1.930542923188744320e+00,-3.147562883412818646e+00,-3.519982067756267430e+00,-4.026008327201519243e+00,-3.880509173412651780e+00,-3.525711063404391776e+00,-2.929505215693249287e+00,-2.327077064242633497e+00,-8.429605835025952842e-01,7.874932529067190101e-01,2.412509064716140905e+00,5.000004365029154130e+00,9.853425401554192220e+00,1.773208868360352142e+01,1.946071938284732639e+01,3.162362483763895060e+00
0.000000000000000000e+00,2.134273685876933779e+00,1.551209284087148887e+01,8.407978059661997960e+00,-6.994173218555500560e-01,-6.750553695469029947e+00,-9.248047369856619682e+00,-1.111168357892114500e+01,-1.152970528517911930e+01,-1.202730418301623416e+01,-1.240044229569250689e+01,-1.214643366051007156e+01,-1.126444189835618204e+01,-1.063607428704199265e+01,-1.007710792862736859e+01,-9.303614100508072582e+00,-7.584671712593784143e+00,-5.139229491821469153e+00,-2.309646662056140887e+00,1.923822407301497783e+00,1.147977918170743372e+01,1.927561073124063995e+01,5.560345022135111392e+00
0.000000000000000000e+00,4.134974204948771437e+00,1.817752851164426176e+01,5.198209000186279738e+00,-4.232355830593859558e+00,-1.083915375230154865e+01,-1.321538978755510918e+01,-1.391630498791409565e+01,-1.384565519965695657e+01,-1.435853458225269286e+01,-1.475171552420087195e+01,-1.478634744050469330e+01,-1.422495645503975403e+01,-1.398224716742489626e+01,-1.376039774471652244e+01,-1.311660127683273735e+01,-1.188458422407769177e+01,-9.586721637043643440e+00,-6.775240183131488791e+00,-1.085486890252861825e+00,7.205038763272107794e+00,1.158734374899093389e+01,1.536716728726594594e+00
0.000000000000000000e+00,4.358259423381031006e+00,1.756260802723975090e+01,7.004973262367744979e+00,4.278082846279403495e-01,-3.156179274737785256e+00,-7.226699929447181425e+00,-9.565942168136313484e+00,-8.583585108758319038e+00,-8.425828952100539837e+00,-1.047569525267816104e+01,-1.161750561871498277e+01,-1.218539878197512394e+01,-1.244579773737804373e+01,-1.181962418536089920e+01,-9.235319841905573313e+00,-6.727247261502780518e+00,-7.115235505624441181e+00,-6.548270353751340700e+00,-2.337057443652888367e+00,7.072164550439597797e+00,8.729598607451954706e+00,5.403531632982602195e-01
0.000000000000000000e+00,3.369080504225585582e+00,1.881901758086138798e+01,1.045559524593930689e+01,2.085081453566579590e+00,-1.963758279249537164e+00,-2.208002270467697592e+00,-2.896618663905919266e+00,-2.581873581711630283e+00,-2.008466500870102589e+00,-3.522559687845662868e+00,-7.999356427326928198e+00,-1.033407661000567579e+01,-1.109714316662847189e+01,-6.872413927037538173e+00,-1.085351962869230302e+00,-1.041472266270416558e+00,-3.466621846889356706e-01,2.156980231463213826e+00,6.811077504584652331e+00,1.127396479565305398e+01,1.257084063742555635e+01,1.718967907774758608e+00
0.000000000000000000e+00,4.356227625962117322e+00,2.060009084403525037e+01,1.213413947305839180e+01,8.465409899888495238e-01,-3.517624841116729240e+00,-2.947905061005319904e+00,-1.986340284489332531e+00,-1.215651925331791228e+00,-7.928035374621735798e-01,-1.994317642215251318e+00,-7.025316212772277247e+00,-1.075797428380646892e+01,-1.196839061012560279e+01,-2.244416359405236427e+00,2.259993295622602982e+00,1.992849404319296358e+00,1.732975417972452803e+00,2.153238603415632557e+00,6.607783975136604759e+00,1.704754838123647787e+01,2.700540326984605244e+01,4.756328849255354818e+00
0.000000000000000000e+00,3.850603687594270852e+00,1.925386831738618199e+01,1.138938140149590161e+01,1.717795419581219951e+00,-6.756111836360885192e-01,-9.626915439078942427e-01,-1.289471553165538742e+00,-1.288779740262000262e+00,-2.201236697208530657e+00,-5.911800765950760095e+00,-1.179013859840668665e+01,-1.539831706191594307e+01,-1.636391950560212294e+01,-4.994379785017797779e+00,2.018419730153474756e+00,2.645928884277683135e+00,2.215661488460195727e+00,1.735210101015076667e+00,6.876555073929226047e+00,1.817914634873508817e+01,2.561845575785402929e+01,4.794052509285448238e+00
0.000000000000000000e+00,3.872144040774126772e+00,1.838094370805795563e+01,1.033469168932232485e+01,2.739359347514622733e+00,-6.038351403385048277e-01,-1.924665266870579261e+00,-3.133408855941179905e+00,-5.309928832293791423e+00,-7.491841085996591154e+00,-1.290411659144942291e+01,-1.889931182266331788e+01,-2.198652934338568343e+01,-2.215325258136689257e+01,-1.273648074083574500e+01,-1.277954415132108057e+00,2.465328738242457796e+00,4.166279057013436038e+00,5.963482786190200002e+00,9.646282316441174842e+00,1.549196464720493616e+01,1.950006145265696844e+01,2.390107423330658953e+00
0.000000000000000000e+00,2.329016648011015711e+00,1.655700649286409742e+01,1.057058560093067534e+01,1.819628216694123779e+00,-2.733301253877862269e+00,-4.749012240352135983e+00,-5.830017504107663839e+00,-8.550398580273087745e+00,-1.326670941831700468e+01,-2.027874179153892342e+01,-2.672026192293748181e+01,-2.868152522750398248e+01,-2.805191459123096820e+01,-2.041318968412411650e+01,-5.286138869511437299e+00,-1.246627991315757189e+00,1.489089791054509782e+00,3.945508310549449060e+00,8.409346950712158986e+00,1.641528298718134238e+01,1.469567887411324847e+01,8.218633238386326978e-01
0.000000000000000000e+00,2.180741973566878489e+00,1.784931019570357336e+01,1.274590263917299993e+01,2.123892394764123726e+00,-1.974322715173079112e+00,-3.056376636005107450e+00,-4.264951729447222561e+00,-7.790570870718559249e+00,-1.439741929867350656e+01,-2.437334205675292154e+01,-3.057772139042928572e+01,-3.152402636845176076e+01,-3.282543293533682061e+01,-2.490974567056696287e+01,-3.940397684960516234e+00,-1.346126253583571630e-01,9.268825273870200387e-01,2.846516085594919421e+00,7.839008873208859640e+00,1.575362469387506259e+01,9.428457271355837221e+00,4.166865459814060868e-01
0.000000000000000000e+00,9.246305413868105560e-01,1.613753736318565757e+01,1.511019884377461864e+01,3.801232317735944832e+00,2.757239334733152525e-01,-1.306266633217664452e+00,-2.927906387071757432e+00,-4.884883743586309279e+00,-7.395387137695535351e+00,-1.279479673405142215e+01,-2.135439503217004642e+01,-2.489577371286504359e+01,-2.192664915312891694e+01,-7.401447070048896570e+00,-1.706423816507108837e+00,8.211107841694876841e-01,2.697113059131400536e+00,4.355156502186129153e+00,9.553094576263656990e+00,1.411202118745592138e+01,3.141432661458293474e+00,5.013865202935535725e-02
0.000000000000000000e+00,3.335905975869306594e-01,1.065636520326538594e+01,1.671852740787377556e+01,6.462021105522294917e+00,1.188763592032270111e+00,-1.074473197186190054e+00,-2.961562455111505177e+00,-5.005119637822492251e+00,-7.043610674436016517e+00,-9.718142443058610525e+00,-1.233722102951514721e+01,-1.334928035940358093e+01,-1.113013914981124586e+01,-6.485288988699542401e+00,-2.046230419734456518e+00,1.355670939352279225e+00,3.487263026914771302e+00,6.410128394148148168e+00,1.229344915939069693e+01,1.701476685169653535e+01,3.439115435701276979e+00,1.634390489236611614e-04
0.000000000000000000e+00,5.763122854661985317e-02,5.772440244129634301e+00,1.809938936408184418e+01,8.567546251192377227e+00,2.659592768260484963e+00,7.343025187254623720e-01,-1.343280687980722199e+00,-4.000399469112696949e+00,-6.595996944203378121e+00,-8.835161589019948636e+00,-1.095079819318735659e+01,-1.164017426119173848e+01,-1.094880338628638228e+01,-6.955726921001765817e+00,-2.779695749788084314e+00,2.143572449854329154e+00,5.112453607280856183e+00,8.512254620563894036e+00,1.502307238873045847e+01,2.308826611466847112e+01,4.545937424855745590e+00,6.336251216143219580e-05
0.000000000000000000e+00,1.677511472324026351e-02,7.577375068029682303e+00,2.197211824679498449e+01,1.162700453965933889e+01,5.392497015358449275e+00,5.527652243950912592e+00,4.791915512577137548e+00,8.166054947610218440e-01,-1.087013135216078119e+00,-3.122260852619379801e+00,-6.440238340200525435e+00,-9.844153318788123386e+00,-9.813762701017965995e+00,-3.540555968618764648e+00,9.895155247568859780e-01,5.705593929507896789e+00,7.928675679142854094e+00,1.067441771471847645e+01,1.775202762311187499e+01,1.970901982597606050e+01,3.193487984212468156e+00,1.686204841428615754e-06
0.000000000000000000e+00,2.769225809810961069e-03,3.651804405503000339e+00,1.961895449498239330e+01,1.448071112652075065e+01,9.355942887985237988e+00,7.596699241860935814e+00,5.486773797910409201e+00,2.338788993850394515e+00,-2.863560495813989304e-01,-3.810234949405848948e+00,-4.776828074287551296e+00,-5.025243423895561889e+00,-4.252772850223637491e+00,-7.371006551582224287e-01,5.398827001072930010e+00,1.020659100041905276e+01,1.068487144195265515e+01,1.264695066021470460e+01,1.895234852595248398e+01,9.783535998222623320e+00,6.046303637873872150e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.240806460138083317e-06,1.005160012161652627e+00,1.301087600417026025e+01,1.831781856936533259e+01,1.196243008930187024e+01,8.649183351787037566e+00,6.594403357500278950e+00,4.483367811530687419e+00,2.664236195571615617e+00,6.515694708795661816e-01,-7.373041087011183992e-01,-1.237057320093971402e+00,2.994908046361392448e-02,2.767548111548552292e+00,7.354605673676748445e+00,1.094246045782384869e+01,1.356461887972436209e+01,1.774521696206795340e+01,1.679441546332747848e+01,4.181632907141631605e+00,4.427943181405453316e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.655281165508824592e-02,3.574855366639731358e+00,1.649908142937659505e+01,1.649735362117041504e+01,1.071895141318800171e+01,7.543594998730960732e+00,4.805327675866424286e+00,2.835906099984349282e+00,1.418613314104609557e+00,4.590168832395062903e-01,4.235412971937906890e-01,1.476149311441522949e+00,3.841046400792918813e+00,8.347983460965545888e+00,1.302839361395712103e+01,1.457888665473515211e+01,1.486770539210847097e+01,6.485054203862475219e+00,4.642075194433523677e-01,6.487866498341275266e-04,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.280904214429882297e-04,2.887799777864196171e-01,3.249390427008971738e+00,6.180043891726636041e+00,6.216688869075160717e+00,7.004917939054619680e+00,7.838072556889343900e+00,4.564552344885027146e+00,1.190129091378826720e+00,3.549808938920534507e-01,9.475396431549989451e-01,1.249805722390769480e+00,2.638981168024959967e+00,4.563082194092016763e+00,5.353201178865121257e+00,2.659157064476638688e+00,1.735111399975780566e+00,2.566125717802919537e-01,3.541414003051166198e-03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.983534725519588275e-05,1.166873375235675907e-02,6.450266406442418943e-02,2.893763110664588911e-01,8.412557336742658709e-01,2.019531690355173659e+00,1.379352769049819294e+00,2.047093052899417176e-01,1.242546565034425704e-01,1.666299064586899414e-01,1.995938665081427865e-01,3.384092812262481376e-01,1.989666836104386216e-01,1.058679099708182414e-01,1.605751580082916130e-02,4.134849418983677598e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
